"","W_st","R_eq_sen","R0_sen","R_eq_res","R0_res","No_trt_cat","Incidence","Vector_no","Prob_onward_tran","Risk","prevalence","vector_birth","vector_mortality","fit.adj","times","CS","CEs","CEr","CIs","CIr","CTs","CTr","CR","PS","PEs","PEr","PIs","PIr","PTs","PTr","PR","WS","WEs","WEr","WIs","WIr","WR","VS","VEs","VEr","VIs","VIr","total.cattle","treat_prop"
"R0s832",250,0.999999999999985,5.30810779925903,1.13315551265772,5.64840464083953,122.099742566389,132.717111485206,3000,0.677984472534467,82.7817295604677,0.0456348461327034,0.03,0.03,0.9,3000,14.1319361612815,5.45039472218505,0,2.28174230663517,0,0.133569972465589,0,28.0023568374342,0,0,0,0,0,0,0,0,49.3754707061994,25.0610429651215,0,98.3578567985955,0,77.2056295300805,2840.94919259594,71.7618735703888,0,87.2889338332877,0,50.0000000000016,0.92
"R0s833",250,0.999999999999982,5.29758717581089,1.13732653707854,5.64840464083953,123.867132445556,133.190464995222,3000,0.679324809930201,84.1460162051766,0.0400729078551637,0.03,0.03,0.9,3000,14.227543308528,5.46983429138488,0,2.00364539275819,0,0.135503393556694,0,28.1634736137744,0,0,0,0,0,0,0,0,49.5016848282279,25.0452769092653,0,98.2959792675466,0,77.1570589949561,2841.45452811693,71.5338720639049,0,87.0115998197903,0,50.0000000000021,0.93
"R0s834",250,1.00000000000002,5.28706655236274,1.14155362741292,5.64840464083953,125.645426213387,133.665347035518,3000,0.680677472000093,85.5240110833028,0.0344706730559019,0.03,0.03,0.9,3000,14.324331358405,5.4893366339022,0,1.7235336527951,0,0.137448742863846,0,28.3253496120348,0,0,0,0,0,0,0,0,49.6296724339984,25.0292893184241,0,98.2332322712346,0,77.1078059763456,2841.96433961898,71.303851046022,0,86.7318093347977,0,50.0000000000009,0.94
"R0s835",250,1.00000000000016,5.2765459289146,1.14583779916564,5.64840464083953,127.434628578381,134.141714293032,3000,0.682042578291708,86.915842639245,0.0288279353319389,0.03,0.03,0.9,3000,14.4223194946728,5.50889997096642,0,1.44139676659695,0,0.139406025537866,0,28.4879777422327,0,0,0,0,0,0,0,0,49.7594674509757,25.0130759545438,0,98.1695991764355,0,77.0578574180624,2842.47867214773,71.0717901938909,0,86.4495376582215,0,50.0000000000068,0.95
"R0s836",250,1.00000000000016,5.26602530546645,1.15018008877402,5.64840464083953,129.234740260024,134.619521104191,3000,0.683420248214285,88.321638266414,0.0231444953227934,0.03,0.03,0.9,3000,14.5215272297701,5.52852242727685,0,1.15722476613967,0,0.141375242365832,0,28.6513503344584,0,0,0,0,0,0,0,0,49.8911045645839,24.9966324848861,0,98.1050629783165,0,77.0071999722271,2842.99757088375,70.8376691220262,0,86.1647599937847,0,50.0000000000109,0.96
"R0s837",250,0.999999999999168,5.25550468201831,1.15458155400163,5.64840464083953,131.04575778572,135.098719366722,3000,0.684810600944342,89.7415241404457,0.0174201612042493,0.03,0.03,0.9,3000,14.6219744081759,5.54820202738078,0,0.871008060212467,0,0.143356389548926,0,28.8154591146605,0,0,0,0,0,0,0,0,50.0246192351787,24.9799544799036,0,98.0396062920952,0,76.95581999272,2843.52108111345,70.6014673923805,0,85.8774514812759,0,49.9999999999786,0.97
"R0s838",250,0.999999999999919,5.24498405857016,1.15904327433938,5.64840464083953,132.867673281144,135.579258450147,3000,0.686213755327418,91.1756250438699,0.0116547492047553,0.03,0.03,0.9,3000,14.723681209377,5.5679366919978,0,0.582737460237763,0,0.145349458473097,0,28.9802951799074,0,0,0,0,0,0,0,0,50.1600477143727,24.9630374112617,0,97.9732113452746,0,76.9037035290867,2844.04924826137,70.363164527006,0,85.5875872119498,0,49.9999999999931,0.98
"R0s839",250,1.00000000000003,5.23446343512202,1.1635663513903,5.64840464083953,134.700474248888,136.061085099886,3000,0.687629829768491,92.6240641774975,0.00584808414463019,0.03,0.03,0.9,3000,14.8266681511946,5.58772423408158,0,0.292404207231509,0,0.147354435466913,0,29.1458489720331,0,0,0,0,0,0,0,0,50.2974270639025,24.9458766493491,0,97.9058599678761,0,76.8508363188706,2844.58211775245,70.122740016349,0,85.2951422386164,0,50.0000000000077,0.99
"R0s840",250,0.999999884616011,1.72217232903346,0.89999989615441,1.54995509613012,0,47.7816262366945,3000,0.593430298038932,0,0.205371720897082,0.06,0.06,0.9,3000,29.7088400244023,1.96228444503879,0,10.2685860448541,0,0,0,8.06028948570466,0,0,0,0,0,0,0,0,147.417697186521,12.8140818336923,0,50.291830422384,0,39.4763905574021,2950.3679130859,34.6831893930969,0,14.9488975210202,0,49.9999999999999,0
"R0s841",250,0.999999797831572,1.66443392336041,0.932268825456854,1.54995509613012,9.44278830734518,47.2139366663882,3000,0.60634044840193,5.72554449644018,0.162345377565508,0.06,0.06,0.9,3000,31.5347141948307,1.93897070498514,0,8.11726887827542,0,0.0103298577747139,0,8.39871636413378,0,0,0,0,0,0,0,0,151.719093728813,12.27677209229,0,48.1830367380054,0,37.8210974408906,2953.79716651929,32.2868071536268,0,13.916026328297,0,49.9999999999998,0.2
"R0s842",250,1.00000271729709,1.60669551768735,0.96865478622754,1.54995509613012,18.4564942465983,46.1412801195502,3000,0.620406671024636,11.4505321543174,0.118992654611439,0.06,0.06,0.9,3000,33.5030707281004,1.8949191014189,0,5.94963273057197,0,0.0201903243715202,0,8.632187115539,0,0,0,0,0,0,0,0,156.654423709005,11.6603162922219,0,45.7635215900602,0,35.9217384087106,2957.49964415707,29.6994989852518,0,12.8008568573642,0,50.0000000000018,0.4
"R0s843",250,1.00005044541186,1.5489571120143,1.00961979372895,1.54995509613012,26.66820364126,44.4475279537157,3000,0.635642515759906,16.951444053328,0.0764156279589313,0.06,0.06,0.9,3000,35.6011587484755,1.82536049091235,0,3.82078139794657,0,0.0291734496541657,0,8.72352591301061,0,0,0,0,0,0,0,0,162.322772518835,10.9528101613854,0,42.98536735336,0,33.7390499664206,2961.47210765957,26.9235825066766,0,11.6043098337059,0,49.9999999999992,0.6
"R0s844",250,1.00082430415903,1.49121870634124,1.05615211500822,1.54995509613012,33.5833692916096,41.9831548964397,3000,0.652208499413856,21.9033588909421,0.0360864330409648,0.06,0.06,0.9,3000,37.8156380268028,1.72415420519259,0,1.80432165204824,0,0.0367381525312052,0,8.61914796342433,0,0,0,0,0,0,0,0,168.924624599895,10.1358057554169,0,39.7585770111971,0,31.1809926334926,2965.73384346376,23.9463356111992,0,10.3198209252942,0,49.9999999999992,0.8
"R0s845",250,1.00457877323517,1.46234950350471,1.08471024173916,1.54995509613012,36.1960685137983,40.2282413583251,3000,0.66200029008501,23.9618078560713,0.0172861618423562,0.06,0.06,0.9,3000,39.0279810105128,1.65208383401746,0,0.86430809211781,0,0.0395958590981854,0,8.41603120425853,0,0,0,0,0,0,0,0,173.125932873688,9.64429864092826,0,37.7384670187948,0,29.4913014665968,2968.16123013994,22.253866035798,0,9.58490382214542,0,50.0000000000048,0.9
"R0s846",250,1.00563644048222,1.45946258322106,1.08833380509446,1.54995509613012,36.3844271307365,39.9943183946867,3000,0.663222837121946,24.1309829887038,0.0154666529660213,0.06,0.06,0.9,3000,39.166315560372,1.64247714146557,0,0.773332648301063,0,0.0398017891583755,0,8.37807286070298,0,0,0,0,0,0,0,0,173.675364802851,9.58461150408395,0,37.4793824150529,0,29.2606412780076,2968.45123813139,22.0522292034569,0,9.49653266497272,0,50,0.91
"R0s847",250,1.00702358402732,1.45657566293741,1.09230822318208,1.54995509613012,36.5447358030884,39.7351089804233,3000,0.664558674024007,24.2861211678581,0.013658615163971,0.06,0.06,0.9,3000,39.3127223374776,1.63183199098248,0,0.682930758198549,0,0.0399769958898089,0,8.33253791745561,0,0,0,0,0,0,0,0,174.283656844578,9.5201685618308,0,37.1942613303963,0,29.0019132631937,2968.76345249294,21.835372484405,0,9.40117502441641,0,50.0000000000041,0.92
"R0s848",250,1.00888551009943,1.45368874265375,1.09678299747818,1.54995509613012,36.6664278215943,39.4400683113405,3000,0.666056344878748,24.4219068946115,0.0118621490177677,0.06,0.06,0.9,3000,39.4707109434549,1.61971533106121,0,0.593107450888386,0,0.0401099033907911,0,8.27635637120897,0,0,0,0,0,0,0,0,174.975814437655,9.44890600614965,0,36.8719212902538,0,28.7033582659333,2969.10757682719,21.5966374943882,0,9.2957856825066,0,50.0000000000042,0.93
"R0s849",250,1.01145901089078,1.4508018223701,1.10200177082716,1.54995509613012,36.7321123351747,39.0918289611522,3000,0.667794581449656,24.5295055826297,0.0100774112764605,0.06,0.06,0.9,3000,39.6459905102359,1.60541392037586,0,0.503870563823023,0,0.0401814605374153,0,8.204543545026,0,0,0,0,0,0,0,0,175.792584861061,9.36740050381242,0,36.4940293222692,0,28.3459853128619,2969.49949132893,21.3251203899747,0,9.175388278565,0,49.9999999999982,0.94
"R0s850",250,1.01515395706658,1.44791490208645,1.10838625403383,1.54995509613012,36.7112970266246,38.6599371103881,3000,0.669908785135063,24.5932203918385,0.00830473560005869,0.06,0.06,0.9,3000,39.8484172579682,1.5876770887223,0,0.415236780002935,0,0.0401582655542037,0,8.10851060775921,0,0,0,0,0,0,0,0,176.804488921195,9.26959427677646,0,36.0286221382624,0,27.8972946637683,2969.96681728854,21.0018395867859,0,9.03134312656592,0,50.0000000000069,0.95
"R0s851",250,1.02073784116087,1.44502798180279,1.11672598129262,1.54995509613012,36.5459217058744,38.0864280113262,3000,0.672650208586563,24.5826218584446,0.00654496548131671,0.06,0.06,0.9,3000,40.0963795235251,1.56412435364789,0,0.327248274065835,0,0.0399767225420769,0,7.97227112622223,0,0,0,0,0,0,0,0,178.143540709642,9.14381667099175,0,35.4153122678391,0,27.2973303515204,2970.56157266466,20.5910080408719,0,8.84741930162933,0,50.0000000000031,0.96
"R0s852",250,1.02981005398826,1.44214106151914,1.12866573954246,1.54995509613012,36.112271492828,37.2478795022837,3000,0.676535445409172,24.4312316791374,0.00480047276223414,0.06,0.06,0.9,3000,40.4280001379563,1.52968704321494,0,0.240023638111707,0,0.0395013339284002,0,7.7627878467856,0,0,0,0,0,0,0,0,180.084703693763,8.96479620797212,0,34.5268241744158,0,26.4236759238668,2971.39290748941,20.0174164595199,0,8.58967605606577,0,49.999999999997,0.97
"R0s853",250,1.04626151342784,1.43925414123549,1.14820458502311,1.54995509613012,35.0998450001501,35.8348369107898,3000,0.682794225575731,23.9659714847057,0.00307885191710201,0.06,0.06,0.9,3000,40.9353244670942,1.47165654664434,0,0.153942595855101,0,0.0383920760862529,0,7.40068431432054,0,0,0,0,0,0,0,0,183.296270693109,8.66757418100817,0,33.0488513338214,0,24.9873037920567,2972.72859536826,19.0961250377221,0,8.17527960170667,0,50.0000000000004,0.98
"R0s854",250,1.08221284306281,1.43636722095184,1.18778719851568,1.54995509613012,32.4937932637077,32.8372488403471,3000,0.695104809310681,22.5865919703502,0.00141073324532819,0.06,0.06,0.9,3000,41.9016017386557,1.34855231377195,0,0.0705366622664097,0,0.0355379011067435,0,6.64377138419896,0,0,0,0,0,0,0,0,189.85626105623,8.03133884875605,0,29.9815471925502,0,22.1308529024613,2975.41112286575,17.2429583919739,0,7.34591874274818,0,49.9999999999998,0.99
"R0s855",250,0.630098716484651,0.63009880902181,0.567088844836186,0.567088928119629,0,1.06366788068286e-05,3000,0.432825830307845,0,6.31350542254268e-08,0.09,0.09,0.9,3000,49.9999929845385,4.36824591656207e-07,0,3.15675271127134e-06,0,0,0,3.42188439857396e-06,0,0,0,0,0,0,0,0,249.999964053755,2.92362339438649e-06,0,1.58458731238754e-05,0,1.71767480575916e-05,2999.99998901402,9.10885870399748e-06,0,1.87716437117093e-06,0,50.0000000000002,0
"R0s856",250,0.608973773758475,0.608973803099883,0.567088900915497,0.567088928119629,8.91297909462431e-07,3.39053576470063e-06,3000,0.432825862114581,3.85776786064e-07,1.53236619232978e-08,0.09,0.09,0.9,3000,49.9999979623176,1.39241715182778e-07,0,7.66183096164888e-07,0,9.76513953376905e-10,0,1.13128113473775e-06,0,0,0,0,0,0,0,0,249.999987989935,9.33349661246893e-07,0,5.22552078883543e-06,0,5.8511979861501e-06,2999.99999652298,2.88070894471192e-06,0,5.95688362484484e-07,0,50.0000000000001,0.2
"R0s857",250,0.587848787824397,0.587848797177956,0.567088919241917,0.567088928119629,5.35284271253068e-07,1.08148740080267e-06,3000,0.432825872508852,2.31684881745374e-07,3.451083155724e-09,0.09,0.09,0.9,3000,49.9999994141418,4.44142669734155e-08,0,1.725541577862e-07,0,5.8652426178927e-10,0,3.68302147084018e-07,0,0,0,0,0,0,0,0,249.999995997211,2.98123583380002e-07,0,1.71999746323929e-06,0,1.98467445874428e-06,2999.99999889833,9.12358402342291e-07,0,1.89242616776422e-07,0,49.9999999999989,0.4
"R0s858",250,0.56672378835461,0.566723791256029,0.567088925317144,0.567088928119629,2.32011790707272e-07,3.34442824569024e-07,3000,0.432825875954564,1.00420706544662e-07,6.64811433093389e-10,0.09,0.09,0.9,3000,49.9999998380331,1.37348182574548e-08,0,3.32405716546694e-08,0,2.54244449187024e-10,0,1.147387373823e-07,0,0,0,0,0,0,0,0,249.999998712249,9.23042739365414e-08,0,5.47039853897986e-07,0,6.48404651890787e-07,2999.99999966108,2.80397334654587e-07,0,5.83162810731649e-08,0,50.0000000000015,0.6
"R0s859",250,0.545598784584558,0.545598785334102,0.567088927386564,0.567088928119629,7.39264963679405e-08,8.58820800917519e-08,3000,0.432825877128285,3.19973006334748e-08,7.94364477837341e-11,0.09,0.09,0.9,3000,49.9999999630229,3.52698480869618e-09,0,3.9718223891867e-09,0,8.1016883329594e-11,0,2.93962375161237e-08,0,0,0,0,0,0,0,0,249.999999657636,2.37275454281572e-08,0,1.43956764484708e-07,0,1.7467925732926e-07,2999.99999991192,7.16236688482957e-08,0,1.49301573314042e-08,0,49.9999999999989,0.8
"R0s860",250,0.535036282088948,0.535036282373139,0.5670889278404,0.567088928119629,3.02925004530676e-08,3.24471270642637e-08,3000,0.432825877385689,1.31113780868054e-08,1.44667939624923e-11,0.09,0.09,0.9,3000,49.9999999868463,1.33253088559605e-09,0,7.23339698124617e-10,0,3.31990354997291e-11,0,1.10641029701169e-08,0,0,0,0,0,0,0,0,249.999999868624,8.96861575961997e-09,0,5.49864811777856e-08,0,6.7424298128452e-08,2999.99999996669,2.69971814095668e-08,0,5.63329966153206e-09,0,49.9999999999994,0.9
"R0s861",250,0.533980031828268,0.533980032077042,0.567088927875191,0.567088928119629,2.68185739547186e-08,2.85147853156001e-08,3000,0.432825877405422,1.16077728027133e-08,1.14003052710099e-11,0.09,0.09,0.9,3000,49.9999999885173,1.17103841131828e-09,0,5.70015263550494e-10,0,2.93918855680493e-11,0,9.71877457687603e-09,0,0,0,0,0,0,0,0,249.99999988438,7.88203326110597e-09,0,4.83732213475388e-08,0,5.93747442337618e-08,2999.99999997664,2.37200603934567e-08,0,4.94996184788512e-09,0,50.0000000000065,0.91
"R0s862",250,0.53292378156569,0.532923781780946,0.567088927908121,0.567088928119629,2.34824910161399e-08,2.47870286538021e-08,3000,0.432825877424099,1.01638297781643e-08,8.77659396989689e-12,0.09,0.09,0.9,3000,49.999999990073,1.01794778865717e-09,0,4.38829698494844e-10,0,2.57357804493529e-11,0,8.44426275232257e-09,0,0,0,0,0,0,0,0,249.999999899341,6.85190692500108e-09,0,4.20931165446688e-08,0,5.17178788484409e-08,2999.99999998583,2.06145799211435e-08,0,4.30231123624237e-09,0,49.9999999999998,0.92
"R0s863",250,0.531867531298485,0.53186753148485,0.567088927936299,0.567088928119629,2.02810061854274e-08,2.12552896520828e-08,3000,0.432825877440081,8.7781442975753e-09,6.56121503770061e-12,0.09,0.09,0.9,3000,49.9999999915386,8.72907172570135e-10,0,3.2806075188503e-10,0,2.22271650488539e-11,0,7.23760230699627e-09,0,0,0,0,0,0,0,0,249.999999913553,5.87587684597732e-09,0,3.61328199411267e-08,0,4.44386671659955e-08,2999.99999997827,1.76734853780018e-08,0,3.68884544834601e-09,0,49.9999999999993,0.93
"R0s864",250,0.530811281031988,0.530811281188753,0.567088927965386,0.567088928119629,1.72078716395494e-08,1.79082054076518e-08,3000,0.432825877456578,7.44801214154815e-09,4.72095909219523e-12,0.09,0.09,0.9,3000,49.9999999929146,7.35449914071944e-10,0,2.36047954609761e-10,0,1.88591937092448e-11,0,6.09487568545768e-09,0,0,0,0,0,0,0,0,249.999999927055,4.95080975816867e-09,0,3.0474152848452e-08,0,3.75160443422759e-08,2999.99999998352,1.48872065969491e-08,0,3.10757799863933e-09,0,49.9999999999998,0.94
"R0s865",250,0.529755030765141,0.529755030892657,0.567088927994256,0.567088928119629,1.42591289888707e-08,1.47371764008801e-08,3000,0.432825877472953,6.17172001660798e-09,3.22566364391379e-12,0.09,0.09,0.9,3000,49.9999999942069,6.05222850138813e-10,0,1.6128318219569e-10,0,1.56275298012295e-11,0,5.01310690379537e-09,0,0,0,0,0,0,0,0,249.999999939882,4.07433572015929e-09,0,2.51035506613196e-08,0,3.09345276987339e-08,2999.99999999519,1.22484803127669e-08,0,2.55700307213648e-09,0,50.0000000000022,0.95
"R0s866",250,0.528698780493402,0.528698780596561,0.567088928018022,0.567088928119629,1.14270608884374e-08,1.17300557114056e-08,3000,0.432825877486432,4.9459276561288e-09,2.04645869023753e-12,0.09,0.09,0.9,3000,49.9999999954149,4.81727133938627e-10,0,1.02322934511876e-10,0,1.25237169119715e-11,0,3.98811417377127e-09,0,0,0,0,0,0,0,0,249.999999952079,3.24310349411244e-09,0,2.00013272562329e-08,0,2.46710037348786e-08,2999.99999998699,9.74710356037183e-09,0,2.03500037781658e-09,0,49.9999999999996,0.96
"R0s867",250,0.527642530223522,0.527642530300464,0.567088928043939,0.567088928119629,8.71039411066242e-09,8.88166471022803e-09,3000,0.432825877501131,3.77008397432815e-09,1.1578892146085e-12,0.09,0.09,0.9,3000,49.9999999965589,3.64750090769118e-10,0,5.7894460730425e-11,0,9.54636107977935e-12,0,3.01808698364262e-09,0,0,0,0,0,0,0,0,249.99999996367,2.45568783104421e-09,0,1.51595944078746e-08,0,1.87168173196629e-08,2999.99999999688,7.37867280836004e-09,0,1.54065960564309e-09,0,50.0000000000091,0.97
"R0s868",250,0.526586279942724,0.526586280004368,0.567088928058154,0.567088928119629,6.10315233322861e-09,6.18226398167527e-09,3000,0.432825877509194,2.64160226420196e-09,5.35350006857471e-13,0.09,0.09,0.9,3000,49.9999999975844,2.53891744627321e-10,0,2.67675003428735e-11,0,6.68891381891597e-12,0,2.09966475458095e-09,0,0,0,0,0,0,0,0,249.999999974679,1.70940207944097e-09,0,1.05626244720311e-08,0,1.30535743564298e-08,2999.99999995187,5.13500161699358e-09,0,1.07228002726809e-09,0,49.9999999999714,0.98
"R0s869",250,0.525530029657914,0.525530029708272,0.567088928068207,0.567088928119629,3.60079322447669e-09,3.62387319822202e-09,3000,0.432825877514895,1.55851648713381e-09,1.56330123420689e-13,0.09,0.09,0.9,3000,49.9999999985845,1.48824361323286e-10,0,7.81650617103444e-12,0,3.94639816571424e-12,0,1.23008670090617e-09,0,0,0,0,0,0,0,0,249.999999985149,1.00204545676706e-09,0,6.19762103375424e-09,0,7.66641996519461e-09,2999.99999989046,3.00937267697663e-09,0,6.28466969158781e-10,0,49.9999999999752,0.99
"R0s870",250,0.259354168710074,0.259354168710118,0.233418751839067,0.233418751839106,0,3.66751579018913e-12,3000,0.208178072797823,0,4.50338690340568e-14,0.12,0.12,0.9,3000,49.9999999999923,1.50616664894831e-13,0,2.25169345170284e-12,0,0,0,5.04989685780918e-12,0,0,0,0,0,0,0,0,249.99999999996,1.03539456357156e-12,0,1.16090989600956e-11,0,2.60322367312983e-11,2999.99999999997,5.60294944720815e-12,0,6.00430730412835e-13,0,49.9999999999997,0
"R0s871",250,0.250658931913576,0.250658931913236,0.233418751839423,0.233418751839106,4.45024812133944e-13,1.03059615580843e-12,3000,0.208178072798105,9.26444077373829e-14,7.65110037420895e-15,0.12,0.12,0.9,3000,49.9999999999945,4.23242774459314e-14,0,3.82555018710447e-13,0,4.8849973228949e-16,0,1.20437581945457e-12,0,0,0,0,0,0,0,0,249.999999999974,2.91434924766304e-13,0,3.47708975875232e-12,0,8.29689548699282e-12,3000.00000000439,1.56377799748393e-12,0,1.67983552040405e-13,0,49.9999999999962,0.2
"R0s872",250,0.24196369511632,0.241963695116355,0.233418751839073,0.233418751839106,2.52344101398012e-13,3.72252495084461e-13,3000,0.208178072797827,5.25325087109376e-14,1.62691213725065e-15,0.12,0.12,0.9,3000,49.9999999999922,1.52875768001832e-14,0,8.13456068625327e-14,0,2.77013067700481e-16,0,3.7322252341996e-13,0,0,0,0,0,0,0,0,249.999999999956,1.05368116007287e-13,0,1.30543112179313e-12,0,3.23462731327888e-12,3000.00000000009,5.6261581445678e-13,0,6.05212825461833e-14,0,49.9999999999927,0.4
"R0s873",250,0.233268458319572,0.233268458319473,0.233418751839202,0.233418751839106,1.2317226054979e-13,1.48566438220635e-13,3000,0.20817807279793,2.56417638234197e-14,3.52940369124487e-16,0.12,0.12,0.9,3000,49.9999999999983,6.10129109735666e-15,0,1.76470184562244e-14,0,1.35218689899872e-16,0,1.30638403021696e-13,0,0,0,0,0,0,0,0,250.000000000023,4.20777664923467e-14,0,5.34010866164503e-13,0,1.35541636227215e-12,3000.00000000102,2.23992345891376e-13,0,2.41159309370431e-14,0,49.9999999999985,0.6
"R0s874",250,0.224573221522602,0.224573221522592,0.233418751839115,0.233418751839106,4.75841883161188e-14,5.12033550488577e-14,3000,0.208178072797861,9.90598461930009e-15,5.11307728110319e-17,0.12,0.12,0.9,3000,50.0000000000038,2.10280718886479e-15,0,2.5565386405516e-15,0,5.22393317541494e-17,0,4.03258617977116e-14,0,0,0,0,0,0,0,0,250.000000000036,1.45078951280187e-14,0,1.87158004689871e-13,0,4.82877819011238e-13,2999.99999999972,7.70730639990865e-14,0,8.30277530517467e-15,0,50.0000000000039,0.8
